value,anomaly,month,year,state
58.2,-0.3,09,2020,MI
44.4,-3.1,10,2020,MI
41.1,6.5,11,2020,MI
28.6,5.3,12,2020,MI
24.9,6.8,01,2021,MI
17.3,-1.8,02,2021,MI
36.8,7.8,03,2021,MI
45.1,3.2,04,2021,MI
54.1,0.5,05,2021,MI
67.8,4.5,06,2021,MI
68.7,0.6,07,2021,MI
71.0,5.1,08,2021,MI
61.4,2.9,09,2021,MI
55.2,7.7,10,2021,MI
36.3,1.7,11,2021,MI
30.1,6.8,12,2021,MI
31.4,1.8,01,2016,NJ
36.0,5.4,02,2016,NJ
47.0,7.7,03,2016,NJ
50.7,1.4,04,2016,NJ
60.2,0.4,05,2016,NJ
70.6,2.1,06,2016,NJ
77.2,3.7,07,2016,NJ
76.9,5.3,08,2016,NJ
69.7,4.7,09,2016,NJ
56.7,2.7,10,2016,NJ
46.7,3.6,11,2016,NJ
36.3,3.3,12,2016,NJ
36.2,6.6,01,2017,NJ
40.4,9.8,02,2017,NJ
38.9,-0.4,03,2017,NJ
55.9,6.6,04,2017,NJ
60.0,0.2,05,2017,NJ
70.4,1.9,06,2017,NJ
75.5,2.0,07,2017,NJ
71.6,0.0,08,2017,NJ
68.2,3.2,09,2017,NJ
60.4,6.4,10,2017,NJ
44.4,1.3,11,2017,NJ
33.2,0.2,12,2017,NJ
29.2,-0.4,01,2018,NJ
39.4,8.8,02,2018,NJ
38.3,-1.0,03,2018,NJ
48.0,-1.3,04,2018,NJ
65.2,5.4,05,2018,NJ
70.1,1.6,06,2018,NJ
76.2,2.7,07,2018,NJ
76.8,5.2,08,2018,NJ
70.2,5.2,09,2018,NJ
56.4,2.4,10,2018,NJ
42.5,-0.6,11,2018,NJ
37.8,4.8,12,2018,NJ
31.6,2.0,01,2019,NJ
34.7,4.1,02,2019,NJ
39.4,0.1,03,2019,NJ
54.8,5.5,04,2019,NJ
62.8,3.0,05,2019,NJ
70.6,2.1,06,2019,NJ
78.0,4.5,07,2019,NJ
74.5,2.9,08,2019,NJ
69.0,4.0,09,2019,NJ
58.2,4.2,10,2019,NJ
41.3,-1.8,11,2019,NJ
36.4,3.4,12,2019,NJ
37.3,7.7,01,2020,NJ
39.1,8.5,02,2020,NJ
46.3,7.0,03,2020,NJ
48.7,-0.6,04,2020,NJ
59.1,-0.7,05,2020,NJ
71.5,3.0,06,2020,NJ
78.8,5.3,07,2020,NJ
75.5,3.9,08,2020,NJ
66.8,1.8,09,2020,NJ
57.0,3.0,10,2020,NJ
49.2,6.1,11,2020,NJ
37.0,4.0,12,2020,NJ
33.7,4.1,01,2021,NJ
32.1,1.5,02,2021,NJ
44.1,4.8,03,2021,NJ
52.6,3.3,04,2021,NJ
60.8,1.0,05,2021,NJ
71.7,3.2,06,2021,NJ
75.7,2.2,07,2021,NJ
75.8,4.2,08,2021,NJ
68.7,3.7,09,2021,NJ
61.1,7.1,10,2021,NJ
43.7,0.6,11,2021,NJ
41.3,8.3,12,2021,NJ
19.6,1.9,01,2016,IA
28.6,5.9,02,2016,IA
42.4,7.8,03,2016,IA
50.1,2.0,04,2016,IA
59.5,-0.3,05,2016,IA
73.0,3.9,06,2016,IA
72.8,-1.1,07,2016,IA
72.0,0.6,08,2016,IA
67.3,4.3,09,2016,IA
55.3,3.9,10,2016,IA
45.1,9.4,11,2016,IA
22.9,0.2,12,2016,IA
24.2,6.5,01,2017,IA
34.5,11.8,02,2017,IA
37.5,2.9,03,2017,IA
51.1,3.0,04,2017,IA
58.5,-1.3,05,2017,IA
71.1,2.0,06,2017,IA
74.7,0.8,07,2017,IA
67.8,-3.6,08,2017,IA
66.7,3.7,09,2017,IA
53.3,1.9,10,2017,IA
36.2,0.5,11,2017,IA
24.4,1.7,12,2017,IA
17.8,0.1,01,2018,IA
20.5,-2.2,02,2018,IA
35.2,0.6,03,2018,IA
39.3,-8.8,04,2018,IA
67.0,7.2,05,2018,IA
73.1,4.0,06,2018,IA
73.1,-0.8,07,2018,IA
71.8,0.4,08,2018,IA
65.9,2.9,09,2018,IA
48.2,-3.2,10,2018,IA
30.0,-5.7,11,2018,IA
28.0,5.3,12,2018,IA
18.7,1.0,01,2019,IA
15.3,-7.4,02,2019,IA
31.1,-3.5,03,2019,IA
49.2,1.1,04,2019,IA
56.6,-3.2,05,2019,IA
69.3,0.2,06,2019,IA
75.1,1.2,07,2019,IA
69.6,-1.8,08,2019,IA
68.2,5.2,09,2019,IA
47.1,-4.3,10,2019,IA
32.4,-3.3,11,2019,IA
29.2,6.5,12,2019,IA
23.1,5.4,01,2020,IA
24.9,2.2,02,2020,IA
40.3,5.7,03,2020,IA
46.7,-1.4,04,2020,IA
57.6,-2.2,05,2020,IA
72.9,3.8,06,2020,IA
75.3,1.4,07,2020,IA
71.9,0.5,08,2020,IA
61.9,-1.1,09,2020,IA
46.0,-5.4,10,2020,IA
42.0,6.3,11,2020,IA
27.2,4.5,12,2020,IA
23.9,6.2,01,2021,IA
12.5,-10.2,02,2021,IA
42.3,7.7,03,2021,IA
49.3,1.2,04,2021,IA
59.0,-0.8,05,2021,IA
73.5,4.4,06,2021,IA
73.4,-0.5,07,2021,IA
72.9,1.5,08,2021,IA
66.6,3.6,09,2021,IA
55.5,4.1,10,2021,IA
39.2,3.5,11,2021,IA
31.9,9.2,12,2021,IA
43.0,-2.1,01,2016,AL
49.8,1.8,02,2016,AL
59.7,4.6,03,2016,AL
63.6,0.8,04,2016,AL
70.2,-0.5,05,2016,AL
79.2,1.7,06,2016,AL
82.0,2.1,07,2016,AL
81.6,2.3,08,2016,AL
78.6,3.9,09,2016,AL
68.5,4.6,10,2016,AL
57.8,4.3,11,2016,AL
50.1,3.7,12,2016,AL
52.4,7.3,01,2017,AL
55.6,7.6,02,2017,AL
58.4,3.3,03,2017,AL
67.2,4.4,04,2017,AL
69.9,-0.8,05,2017,AL
75.8,-1.7,06,2017,AL
80.6,0.7,07,2017,AL
78.8,-0.5,08,2017,AL
73.4,-1.3,09,2017,AL
65.8,1.9,10,2017,AL
55.6,2.1,11,2017,AL
46.9,0.5,12,2017,AL
40.4,-4.7,01,2018,AL
58.0,10.0,02,2018,AL
55.4,0.3,03,2018,AL
59.5,-3.3,04,2018,AL
74.4,3.7,05,2018,AL
79.3,1.8,06,2018,AL
80.7,0.8,07,2018,AL
79.5,0.2,08,2018,AL
79.4,4.7,09,2018,AL
67.4,3.5,10,2018,AL
50.4,-3.1,11,2018,AL
49.0,2.6,12,2018,AL
46.5,1.4,01,2019,AL
56.1,8.1,02,2019,AL
55.0,-0.1,03,2019,AL
63.5,0.7,04,2019,AL
74.2,3.5,05,2019,AL
78.1,0.6,06,2019,AL
80.6,0.7,07,2019,AL
80.6,1.3,08,2019,AL
80.2,5.5,09,2019,AL
67.8,3.9,10,2019,AL
50.6,-2.9,11,2019,AL
51.3,4.9,12,2019,AL
49.5,4.4,01,2020,AL
51.0,3.0,02,2020,AL
63.5,8.4,03,2020,AL
62.0,-0.8,04,2020,AL
68.9,-1.8,05,2020,AL
76.9,-0.6,06,2020,AL
80.9,1.0,07,2020,AL
80.2,0.9,08,2020,AL
74.3,-0.4,09,2020,AL
66.9,3.0,10,2020,AL
58.4,4.9,11,2020,AL
45.9,-0.5,12,2020,AL
46.6,1.5,01,2021,AL
46.7,-1.3,02,2021,AL
59.6,4.5,03,2021,AL
61.7,-1.1,04,2021,AL
69.4,-1.3,05,2021,AL
77.0,-0.5,06,2021,AL
79.3,-0.6,07,2021,AL
79.9,0.6,08,2021,AL
73.9,-0.8,09,2021,AL
67.3,3.4,10,2021,AL
52.1,-1.4,11,2021,AL
56.8,10.4,12,2021,AL
44.4,-1.7,01,2016,GA
50.0,1.4,02,2016,GA
60.9,5.5,03,2016,GA
63.9,0.9,04,2016,GA
70.8,-0.2,05,2016,GA
79.7,2.3,06,2016,GA
82.8,3.1,07,2016,GA
81.6,2.6,08,2016,GA
77.5,3.0,09,2016,GA
67.8,3.6,10,2016,GA
58.0,3.8,11,2016,GA
52.1,5.0,12,2016,GA
53.2,7.1,01,2017,GA
56.5,7.9,02,2017,GA
58.0,2.6,03,2017,GA
67.5,4.5,04,2017,GA
71.4,0.4,05,2017,GA
76.6,-0.8,06,2017,GA
80.6,0.9,07,2017,GA
79.4,0.4,08,2017,GA
74.0,-0.5,09,2017,GA
67.0,2.8,10,2017,GA
56.4,2.2,11,2017,GA
49.3,2.2,12,2017,GA
42.5,-3.6,01,2018,GA
59.2,10.6,02,2018,GA
54.5,-0.9,03,2018,GA
60.6,-2.4,04,2018,GA
73.7,2.7,05,2018,GA
79.3,1.9,06,2018,GA
80.2,0.5,07,2018,GA
79.4,0.4,08,2018,GA
79.8,5.3,09,2018,GA
68.4,4.2,10,2018,GA
53.2,-1.0,11,2018,GA
50.2,3.1,12,2018,GA
48.2,2.1,01,2019,GA
56.1,7.5,02,2019,GA
56.3,0.9,03,2019,GA
64.6,1.6,04,2019,GA
75.7,4.7,05,2019,GA
78.1,0.7,06,2019,GA
81.0,1.3,07,2019,GA
80.7,1.7,08,2019,GA
79.1,4.6,09,2019,GA
69.7,5.5,10,2019,GA
52.8,-1.4,11,2019,GA
52.3,5.2,12,2019,GA
51.4,5.3,01,2020,GA
51.9,3.3,02,2020,GA
63.1,7.7,03,2020,GA
63.1,0.1,04,2020,GA
69.4,-1.6,05,2020,GA
76.9,-0.5,06,2020,GA
81.5,1.8,07,2020,GA
80.4,1.4,08,2020,GA
74.3,-0.2,09,2020,GA
68.5,4.3,10,2020,GA
60.4,6.2,11,2020,GA
46.4,-0.7,12,2020,GA
47.6,1.5,01,2021,GA
49.5,0.9,02,2021,GA
59.8,4.4,03,2021,GA
62.0,-1.0,04,2021,GA
69.5,-1.5,05,2021,GA
77.0,-0.4,06,2021,GA
79.3,-0.4,07,2021,GA
79.9,0.9,08,2021,GA
73.7,-0.8,09,2021,GA
67.2,3.0,10,2021,GA
52.7,-1.5,11,2021,GA
56.5,9.4,12,2021,GA
26.6,1.3,01,2016,UT
33.7,3.4,02,2016,UT
42.2,4.9,03,2016,UT
47.9,2.4,04,2016,UT
54.4,-0.3,05,2016,UT
70.9,6.9,06,2016,UT
73.7,2.2,07,2016,UT
70.1,0.7,08,2016,UT
61.1,0.5,09,2016,UT
53.2,4.3,10,2016,UT
41.6,5.6,11,2016,UT
27.4,0.4,12,2016,UT
25.9,0.6,01,2017,UT
36.5,6.2,02,2017,UT
45.3,8.0,03,2017,UT
46.0,0.5,04,2017,UT
55.6,0.9,05,2017,UT
69.5,5.5,06,2017,UT
75.0,3.5,07,2017,UT
71.6,2.2,08,2017,UT
60.7,0.1,09,2017,UT
48.1,-0.8,10,2017,UT
43.0,7.0,11,2017,UT
31.4,4.4,12,2017,UT
32.8,7.5,01,2018,UT
32.2,1.9,02,2018,UT
39.2,1.9,03,2018,UT
49.0,3.5,04,2018,UT
58.3,3.6,05,2018,UT
69.1,5.1,06,2018,UT
76.1,4.6,07,2018,UT
72.4,3.0,08,2018,UT
65.8,5.2,09,2018,UT
47.5,-1.4,10,2018,UT
35.0,-1.0,11,2018,UT
27.4,0.4,12,2018,UT
27.0,1.7,01,2019,UT
27.2,-3.1,02,2019,UT
38.2,0.9,03,2019,UT
48.6,3.1,04,2019,UT
50.5,-4.2,05,2019,UT
63.6,-0.4,06,2019,UT
73.3,1.8,07,2019,UT
72.8,3.4,08,2019,UT
63.1,2.5,09,2019,UT
42.9,-6.0,10,2019,UT
38.5,2.5,11,2019,UT
28.8,1.8,12,2019,UT
28.7,3.4,01,2020,UT
31.1,0.8,02,2020,UT
40.8,3.5,03,2020,UT
47.4,1.9,04,2020,UT
59.0,4.3,05,2020,UT
65.4,1.4,06,2020,UT
73.7,2.2,07,2020,UT
75.8,6.4,08,2020,UT
63.9,3.3,09,2020,UT
52.8,3.9,10,2020,UT
38.8,2.8,11,2020,UT
27.2,0.2,12,2020,UT
28.0,2.7,01,2021,UT
32.2,1.9,02,2021,UT
38.4,1.1,03,2021,UT
47.4,1.9,04,2021,UT
57.2,2.5,05,2021,UT
71.9,7.9,06,2021,UT
76.2,4.7,07,2021,UT
70.9,1.5,08,2021,UT
64.4,3.8,09,2021,UT
47.9,-1.0,10,2021,UT
42.5,6.5,11,2021,UT
31.1,4.1,12,2021,UT
33.1,2.9,01,2016,OR
40.2,6.1,02,2016,OR
41.2,2.9,03,2016,OR
50.1,6.2,04,2016,OR
53.2,2.7,05,2016,OR
60.5,3.3,06,2016,OR
64.4,-0.4,07,2016,OR
66.7,2.8,08,2016,OR
57.1,-0.2,09,2016,OR
48.1,0.0,10,2016,OR
43.2,5.5,11,2016,OR
27.4,-4.4,12,2016,OR
26.7,-3.5,01,2017,OR
34.8,0.7,02,2017,OR
41.6,3.3,03,2017,OR
42.9,-1.0,04,2017,OR
52.9,2.4,05,2017,OR
59.9,2.7,06,2017,OR
69.2,4.4,07,2017,OR
69.6,5.7,08,2017,OR
59.6,2.3,09,2017,OR
47.0,-1.1,10,2017,OR
39.3,1.6,11,2017,OR
32.9,1.1,12,2017,OR
37.5,7.3,01,2018,OR
33.2,-0.9,02,2018,OR
38.4,0.1,03,2018,OR
45.0,1.1,04,2018,OR
55.4,4.9,05,2018,OR
58.5,1.3,06,2018,OR
69.0,4.2,07,2018,OR
66.5,2.6,08,2018,OR
57.4,0.1,09,2018,OR
48.8,0.7,10,2018,OR
39.3,1.6,11,2018,OR
32.3,0.5,12,2018,OR
35.3,5.1,01,2019,OR
28.8,-5.3,02,2019,OR
37.3,-1.0,03,2019,OR
46.1,2.2,04,2019,OR
52.7,2.2,05,2019,OR
59.0,1.8,06,2019,OR
64.9,0.1,07,2019,OR
67.1,3.2,08,2019,OR
56.6,-0.7,09,2019,OR
43.2,-4.9,10,2019,OR
40.5,2.8,11,2019,OR
34.2,2.4,12,2019,OR
34.9,4.7,01,2020,OR
35.8,1.7,02,2020,OR
38.8,0.5,03,2020,OR
46.3,2.4,04,2020,OR
52.6,2.1,05,2020,OR
57.9,0.7,06,2020,OR
66.0,1.2,07,2020,OR
67.2,3.3,08,2020,OR
62.6,5.3,09,2020,OR
51.3,3.2,10,2020,OR
38.3,0.6,11,2020,OR
34.2,2.4,12,2020,OR
34.8,4.6,01,2021,OR
33.6,-0.5,02,2021,OR
38.9,0.6,03,2021,OR
46.5,2.6,04,2021,OR
52.0,1.5,05,2021,OR
65.2,8.0,06,2021,OR
71.4,6.6,07,2021,OR
66.4,2.5,08,2021,OR
59.4,2.1,09,2021,OR
47.6,-0.5,10,2021,OR
41.9,4.2,11,2021,OR
32.4,0.6,12,2021,OR
16.2,3.8,01,2016,WI
22.6,6.2,02,2016,WI
36.8,8.5,03,2016,WI
42.9,0.3,04,2016,WI
56.1,1.5,05,2016,WI
65.8,1.7,06,2016,WI
69.9,1.0,07,2016,WI
69.5,3.1,08,2016,WI
62.6,4.6,09,2016,WI
50.4,3.6,10,2016,WI
41.6,10.0,11,2016,WI
19.9,1.8,12,2016,WI
19.4,7.0,01,2017,WI
27.8,11.4,02,2017,WI
30.2,1.9,03,2017,WI
46.4,3.8,04,2017,WI
53.3,-1.3,05,2017,WI
65.6,1.5,06,2017,WI
68.8,-0.1,07,2017,WI
64.2,-2.2,08,2017,WI
62.2,4.2,09,2017,WI
50.0,3.2,10,2017,WI
31.4,-0.2,11,2017,WI
17.3,-0.8,12,2017,WI
15.2,2.8,01,2018,WI
16.1,-0.3,02,2018,WI
29.7,1.4,03,2018,WI
33.5,-9.1,04,2018,WI
62.0,7.4,05,2018,WI
66.5,2.4,06,2018,WI
69.8,0.9,07,2018,WI
68.5,2.1,08,2018,WI
61.2,3.2,09,2018,WI
43.6,-3.2,10,2018,WI
27.3,-4.3,11,2018,WI
25.1,7.0,12,2018,WI
13.1,0.7,01,2019,WI
13.5,-2.9,02,2019,WI
25.7,-2.6,03,2019,WI
42.4,-0.2,04,2019,WI
51.8,-2.8,05,2019,WI
63.6,-0.5,06,2019,WI
71.3,2.4,07,2019,WI
65.6,-0.8,08,2019,WI
62.0,4.0,09,2019,WI
45.0,-1.8,10,2019,WI
28.2,-3.4,11,2019,WI
23.5,5.4,12,2019,WI
21.5,9.1,01,2020,WI
19.2,2.8,02,2020,WI
34.3,6.0,03,2020,WI
40.7,-1.9,04,2020,WI
54.1,-0.5,05,2020,WI
66.5,2.4,06,2020,WI
71.9,3.0,07,2020,WI
68.3,1.9,08,2020,WI
57.3,-0.7,09,2020,WI
41.3,-5.5,10,2020,WI
38.6,7.0,11,2020,WI
24.2,6.1,12,2020,WI
20.2,7.8,01,2021,WI
10.7,-5.7,02,2021,WI
36.9,8.6,03,2021,WI
44.9,2.3,04,2021,WI
54.8,0.2,05,2021,WI
69.3,5.2,06,2021,WI
69.4,0.5,07,2021,WI
69.2,2.8,08,2021,WI
61.1,3.1,09,2021,WI
53.5,6.7,10,2021,WI
33.9,2.3,11,2021,WI
24.8,6.7,12,2021,WI
23.7,3.9,01,2016,NY
26.7,6.0,02,2016,NY
37.7,7.1,03,2016,NY
41.3,-1.5,04,2016,NY
55.7,1.2,05,2016,NY
64.1,0.7,06,2016,NY
70.4,2.2,07,2016,NY
70.9,4.9,08,2016,NY
62.9,4.0,09,2016,NY
50.5,2.5,10,2016,NY
40.2,3.9,11,2016,NY
27.6,3.1,12,2016,NY
27.9,8.1,01,2017,NY
30.6,9.9,02,2017,NY
28.2,-2.4,03,2017,NY
48.8,6.0,04,2017,NY
54.0,-0.5,05,2017,NY
63.9,0.5,06,2017,NY
68.1,-0.1,07,2017,NY
65.6,-0.4,08,2017,NY
62.3,3.4,09,2017,NY
54.8,6.8,10,2017,NY
36.2,-0.1,11,2017,NY
22.6,-1.9,12,2017,NY
19.1,-0.7,01,2018,NY
29.4,8.7,02,2018,NY
29.9,-0.7,03,2018,NY
37.8,-5.0,04,2018,NY
60.0,5.5,05,2018,NY
63.4,0.0,06,2018,NY
71.2,3.0,07,2018,NY
70.4,4.4,08,2018,NY
63.6,4.7,09,2018,NY
47.7,-0.3,10,2018,NY
33.3,-3.0,11,2018,NY
28.5,4.0,12,2018,NY
19.4,-0.4,01,2019,NY
24.2,3.5,02,2019,NY
29.5,-1.1,03,2019,NY
44.5,1.7,04,2019,NY
54.2,-0.3,05,2019,NY
62.9,-0.5,06,2019,NY
71.0,2.8,07,2019,NY
66.6,0.6,08,2019,NY
60.3,1.4,09,2019,NY
50.2,2.2,10,2019,NY
32.8,-3.5,11,2019,NY
27.3,2.8,12,2019,NY
27.7,7.9,01,2020,NY
26.6,5.9,02,2020,NY
37.2,6.6,03,2020,NY
41.1,-1.7,04,2020,NY
54.2,-0.3,05,2020,NY
65.2,1.8,06,2020,NY
72.9,4.7,07,2020,NY
68.6,2.6,08,2020,NY
59.6,0.7,09,2020,NY
49.0,1.0,10,2020,NY
41.9,5.6,11,2020,NY
29.8,5.3,12,2020,NY
24.1,4.3,01,2021,NY
21.8,1.1,02,2021,NY
35.1,4.5,03,2021,NY
45.8,3.0,04,2021,NY
54.8,0.3,05,2021,NY
67.2,3.8,06,2021,NY
67.8,-0.4,07,2021,NY
70.5,4.5,08,2021,NY
61.8,2.9,09,2021,NY
54.9,6.9,10,2021,NY
37.1,0.8,11,2021,NY
32.8,8.3,12,2021,NY
43.0,-1.6,01,2016,SC
48.0,1.2,02,2016,SC
60.6,6.7,03,2016,SC
63.1,1.2,04,2016,SC
70.1,-0.2,05,2016,SC
79.8,2.8,06,2016,SC
83.7,3.8,07,2016,SC
81.9,3.2,08,2016,SC
77.1,3.4,09,2016,SC
66.4,3.2,10,2016,SC
55.6,2.5,11,2016,SC
49.0,3.4,12,2016,SC
51.4,6.8,01,2017,SC
55.5,8.7,02,2017,SC
55.5,1.6,03,2017,SC
67.0,5.1,04,2017,SC
71.5,1.2,05,2017,SC
76.9,-0.1,06,2017,SC
81.0,1.1,07,2017,SC
79.4,0.7,08,2017,SC
74.3,0.6,09,2017,SC
66.2,3.0,10,2017,SC
54.3,1.2,11,2017,SC
47.8,2.2,12,2017,SC
40.6,-4.0,01,2018,SC
57.4,10.6,02,2018,SC
52.0,-1.9,03,2018,SC
60.0,-1.9,04,2018,SC
73.8,3.5,05,2018,SC
80.2,3.2,06,2018,SC
80.2,0.3,07,2018,SC
80.0,1.3,08,2018,SC
79.4,5.7,09,2018,SC
66.9,3.7,10,2018,SC
51.9,-1.2,11,2018,SC
48.6,3.0,12,2018,SC
46.7,2.1,01,2019,SC
53.0,6.2,02,2019,SC
54.1,0.2,03,2019,SC
64.0,2.1,04,2019,SC
75.4,5.1,05,2019,SC
77.2,0.2,06,2019,SC
81.4,1.5,07,2019,SC
80.3,1.6,08,2019,SC
78.3,4.6,09,2019,SC
68.5,5.3,10,2019,SC
51.0,-2.1,11,2019,SC
50.3,4.7,12,2019,SC
50.3,5.7,01,2020,SC
50.9,4.1,02,2020,SC
60.4,6.5,03,2020,SC
62.1,0.2,04,2020,SC
68.0,-2.3,05,2020,SC
76.1,-0.9,06,2020,SC
81.9,2.0,07,2020,SC
80.1,1.4,08,2020,SC
73.3,-0.4,09,2020,SC
67.4,4.2,10,2020,SC
59.3,6.2,11,2020,SC
45.6,0.0,12,2020,SC
46.0,1.4,01,2021,SC
47.3,0.5,02,2021,SC
57.6,3.7,03,2021,SC
62.1,0.2,04,2021,SC
69.1,-1.2,05,2021,SC
76.8,-0.2,06,2021,SC
79.4,-0.5,07,2021,SC
80.1,1.4,08,2021,SC
73.6,-0.1,09,2021,SC
66.8,3.6,10,2021,SC
51.7,-1.4,11,2021,SC
54.6,9.0,12,2021,SC
48.8,-0.5,01,2016,LA
55.1,2.7,02,2016,LA
63.8,4.8,03,2016,LA
68.2,1.9,04,2016,LA
73.3,-0.1,05,2016,LA
80.9,1.1,06,2016,LA
83.7,1.8,07,2016,LA
82.4,0.8,08,2016,LA
80.2,3.0,09,2016,LA
71.4,3.9,10,2016,LA
62.4,5.0,11,2016,LA
54.7,3.8,12,2016,LA
56.8,7.5,01,2017,LA
61.7,9.3,02,2017,LA
64.4,5.4,03,2017,LA
69.4,3.1,04,2017,LA
71.8,-1.6,05,2017,LA
78.5,-1.3,06,2017,LA
82.4,0.5,07,2017,LA
81.0,-0.6,08,2017,LA
77.0,-0.2,09,2017,LA
69.2,1.7,10,2017,LA
61.6,4.2,11,2017,LA
50.8,-0.1,12,2017,LA
44.2,-5.1,01,2018,LA
60.5,8.1,02,2018,LA
62.2,3.2,03,2018,LA
62.7,-3.6,04,2018,LA
